"","letter","store.choice","specification","ones"
"75","A","A","TRUE","1"
"76","A","A","TRUE","1"
"77","A","A","TRUE","1"
"78","A","A","TRUE","1"
"79","A","A","TRUE","1"
"80","A","A","TRUE","1"
"81","A","A","TRUE","1"
"82","A","A","TRUE","1"
"83","A","A","TRUE","1"
"84","A","A","TRUE","1"
"85","A","A","TRUE","1"
"86","A","A","TRUE","1"
"87","A","A","TRUE","1"
"88","A","A","TRUE","1"
"89","A","A","TRUE","1"
"90","A","A","TRUE","1"
"91","A","A","TRUE","1"
"92","A","A","TRUE","1"
"93","A","A","TRUE","1"
"94","A","A","TRUE","1"
"95","A","U","FALSE","1"
"96","A","N","FALSE","1"
"97","A","J","FALSE","1"
"98","A","A","TRUE","1"
"99","A","A","TRUE","1"
"100","A","A","TRUE","1"
"101","A","V","FALSE","1"
"102","A","A","TRUE","1"
"103","A","A","TRUE","1"
"104","A","A","TRUE","1"
"105","A","A","TRUE","1"
"106","A","A","TRUE","1"
"107","A","A","TRUE","1"
"108","A","A","TRUE","1"
"109","A","A","TRUE","1"
"110","A","A","TRUE","1"
"111","A","A","TRUE","1"
"112","A","Q","FALSE","1"
"113","A","A","TRUE","1"
"114","A","A","TRUE","1"
"115","A","A","TRUE","1"
"116","A","A","TRUE","1"
"117","A","A","TRUE","1"
"118","A","A","TRUE","1"
"119","A","A","TRUE","1"
"120","A","J","FALSE","1"
"121","A","A","TRUE","1"
"122","A","A","TRUE","1"
"123","A","A","TRUE","1"
"124","A","A","TRUE","1"
"125","A","A","TRUE","1"
"126","A","S","FALSE","1"
"127","A","A","TRUE","1"
"128","A","A","TRUE","1"
"129","A","A","TRUE","1"
"130","A","A","TRUE","1"
"131","A","A","TRUE","1"
"132","A","A","TRUE","1"
"133","A","J","FALSE","1"
"134","A","A","TRUE","1"
"135","A","A","TRUE","1"
"136","A","A","TRUE","1"
"137","A","A","TRUE","1"
"138","A","A","TRUE","1"
"139","A","A","TRUE","1"
"140","A","V","FALSE","1"
"141","A","A","TRUE","1"
"142","A","A","TRUE","1"
"143","A","A","TRUE","1"
"144","A","A","TRUE","1"
"145","A","A","TRUE","1"
"146","A","A","TRUE","1"
"147","A","A","TRUE","1"
"148","A","A","TRUE","1"
"149","A","A","TRUE","1"
"150","A","V","FALSE","1"
"151","A","A","TRUE","1"
"152","A","A","TRUE","1"
"153","A","A","TRUE","1"
"154","A","U","FALSE","1"
"155","A","A","TRUE","1"
"156","A","V","FALSE","1"
"157","A","N","FALSE","1"
"158","A","A","TRUE","1"
"159","A","A","TRUE","1"
"160","A","A","TRUE","1"
"161","A","A","TRUE","1"
"162","A","M","FALSE","1"
"163","A","A","TRUE","1"
"164","A","A","TRUE","1"
"165","A","A","TRUE","1"
"166","A","A","TRUE","1"
"167","A","A","TRUE","1"
"168","A","A","TRUE","1"
"169","A","A","TRUE","1"
"170","A","A","TRUE","1"
"171","A","A","TRUE","1"
"172","A","A","TRUE","1"
"173","A","L","FALSE","1"
"174","A","A","TRUE","1"
"175","A","A","TRUE","1"
"176","A","A","TRUE","1"
"177","A","A","TRUE","1"
"178","A","A","TRUE","1"
"179","A","A","TRUE","1"
"180","A","A","TRUE","1"
"181","A","A","TRUE","1"
"182","A","A","TRUE","1"
"183","A","A","TRUE","1"
"184","A","Y","FALSE","1"
"185","A","A","TRUE","1"
"186","A","A","TRUE","1"
"187","A","A","TRUE","1"
"188","A","A","TRUE","1"
"189","A","A","TRUE","1"
"190","A","A","TRUE","1"
"191","A","A","TRUE","1"
"192","A","A","TRUE","1"
"193","A","A","TRUE","1"
"194","A","A","TRUE","1"
"195","A","A","TRUE","1"
"196","A","A","TRUE","1"
"197","A","S","FALSE","1"
"198","A","A","TRUE","1"
"199","A","A","TRUE","1"
"200","A","A","TRUE","1"
"201","A","A","TRUE","1"
"202","A","A","TRUE","1"
"203","A","A","TRUE","1"
"204","A","A","TRUE","1"
"205","A","A","TRUE","1"
"206","A","A","TRUE","1"
"207","A","A","TRUE","1"
"208","A","A","TRUE","1"
"209","A","A","TRUE","1"
"210","A","A","TRUE","1"
"211","A","A","TRUE","1"
"212","A","A","TRUE","1"
"213","A","S","FALSE","1"
"214","A","A","TRUE","1"
"215","A","A","TRUE","1"
"216","A","U","FALSE","1"
"217","A","A","TRUE","1"
"218","A","A","TRUE","1"
"219","A","A","TRUE","1"
"220","A","A","TRUE","1"
"221","A","A","TRUE","1"
"222","A","A","TRUE","1"
"223","A","A","TRUE","1"
"224","A","O","FALSE","1"
"225","A","A","TRUE","1"
"226","A","A","TRUE","1"
"227","A","A","TRUE","1"
"228","A","A","TRUE","1"
"229","A","A","TRUE","1"
"230","A","A","TRUE","1"
"231","A","S","FALSE","1"
"232","A","A","TRUE","1"
"233","A","A","TRUE","1"
"234","A","A","TRUE","1"
"235","A","A","TRUE","1"
"236","A","U","FALSE","1"
"237","A","A","TRUE","1"
"238","A","A","TRUE","1"
"239","A","A","TRUE","1"
"240","A","A","TRUE","1"
"241","A","A","TRUE","1"
"242","A","A","TRUE","1"
"243","A","A","TRUE","1"
"244","A","A","TRUE","1"
"245","A","Y","FALSE","1"
"246","A","A","TRUE","1"
"247","A","A","TRUE","1"
"248","A","A","TRUE","1"
"249","A","A","TRUE","1"
"250","A","A","TRUE","1"
"251","A","A","TRUE","1"
"252","A","A","TRUE","1"
"253","A","A","TRUE","1"
"254","A","A","TRUE","1"
"255","A","A","TRUE","1"
"256","A","A","TRUE","1"
"257","A","A","TRUE","1"
"258","A","A","TRUE","1"
"259","A","A","TRUE","1"
"260","B","B","TRUE","1"
"261","B","R","FALSE","1"
"262","B","B","TRUE","1"
"263","B","B","TRUE","1"
"264","B","B","TRUE","1"
"265","B","B","TRUE","1"
"266","B","B","TRUE","1"
"267","B","B","TRUE","1"
"268","B","S","FALSE","1"
"269","B","B","TRUE","1"
"270","B","B","TRUE","1"
"271","B","B","TRUE","1"
"272","B","B","TRUE","1"
"273","B","B","TRUE","1"
"274","B","B","TRUE","1"
"275","B","B","TRUE","1"
"276","B","B","TRUE","1"
"277","B","B","TRUE","1"
"278","B","B","TRUE","1"
"279","B","B","TRUE","1"
"280","B","B","TRUE","1"
"281","B","B","TRUE","1"
"282","B","H","FALSE","1"
"283","B","B","TRUE","1"
"284","B","B","TRUE","1"
"285","B","Z","FALSE","1"
"286","B","B","TRUE","1"
"287","B","B","TRUE","1"
"288","B","B","TRUE","1"
"289","B","B","TRUE","1"
"290","B","B","TRUE","1"
"291","B","B","TRUE","1"
"292","B","B","TRUE","1"
"293","B","B","TRUE","1"
"294","B","B","TRUE","1"
"295","B","B","TRUE","1"
"296","B","R","FALSE","1"
"297","B","B","TRUE","1"
"298","B","B","TRUE","1"
"299","B","Z","FALSE","1"
"300","B","B","TRUE","1"
"301","B","B","TRUE","1"
"302","B","V","FALSE","1"
"303","B","B","TRUE","1"
"304","B","B","TRUE","1"
"305","B","B","TRUE","1"
"306","B","B","TRUE","1"
"307","B","B","TRUE","1"
"308","B","B","TRUE","1"
"309","B","G","FALSE","1"
"310","B","H","FALSE","1"
"311","B","S","FALSE","1"
"312","B","R","FALSE","1"
"313","B","B","TRUE","1"
"314","B","B","TRUE","1"
"315","B","O","FALSE","1"
"316","B","X","FALSE","1"
"317","B","B","TRUE","1"
"318","B","B","TRUE","1"
"319","B","B","TRUE","1"
"320","B","B","TRUE","1"
"321","B","B","TRUE","1"
"322","B","B","TRUE","1"
"323","B","S","FALSE","1"
"324","B","B","TRUE","1"
"325","B","B","TRUE","1"
"326","B","B","TRUE","1"
"327","B","B","TRUE","1"
"328","B","Q","FALSE","1"
"329","B","B","TRUE","1"
"330","B","B","TRUE","1"
"331","B","B","TRUE","1"
"332","B","B","TRUE","1"
"333","B","B","TRUE","1"
"334","B","S","FALSE","1"
"335","B","B","TRUE","1"
"336","B","B","TRUE","1"
"337","B","B","TRUE","1"
"338","B","R","FALSE","1"
"339","B","B","TRUE","1"
"340","B","B","TRUE","1"
"341","B","B","TRUE","1"
"342","B","B","TRUE","1"
"343","B","B","TRUE","1"
"344","B","B","TRUE","1"
"345","B","B","TRUE","1"
"346","B","B","TRUE","1"
"347","B","B","TRUE","1"
"348","B","P","FALSE","1"
"349","B","B","TRUE","1"
"350","B","S","FALSE","1"
"351","B","B","TRUE","1"
"352","B","B","TRUE","1"
"353","B","B","TRUE","1"
"354","B","B","TRUE","1"
"355","B","B","TRUE","1"
"356","B","B","TRUE","1"
"357","B","V","FALSE","1"
"358","B","B","TRUE","1"
"359","B","B","TRUE","1"
"360","B","R","FALSE","1"
"361","B","G","FALSE","1"
"362","B","D","FALSE","1"
"363","B","B","TRUE","1"
"364","B","B","TRUE","1"
"365","B","B","TRUE","1"
"366","B","B","TRUE","1"
"367","B","H","FALSE","1"
"368","B","B","TRUE","1"
"369","B","E","FALSE","1"
"370","B","X","FALSE","1"
"371","B","D","FALSE","1"
"372","B","B","TRUE","1"
"373","B","B","TRUE","1"
"374","B","B","TRUE","1"
"375","B","B","TRUE","1"
"376","B","B","TRUE","1"
"377","B","B","TRUE","1"
"378","B","B","TRUE","1"
"379","B","S","FALSE","1"
"380","B","B","TRUE","1"
"381","B","B","TRUE","1"
"382","B","B","TRUE","1"
"383","B","B","TRUE","1"
"384","B","B","TRUE","1"
"385","B","V","FALSE","1"
"386","B","B","TRUE","1"
"387","B","B","TRUE","1"
"388","B","B","TRUE","1"
"389","B","B","TRUE","1"
"390","B","B","TRUE","1"
"391","B","B","TRUE","1"
"392","B","B","TRUE","1"
"393","B","O","FALSE","1"
"394","B","B","TRUE","1"
"395","B","B","TRUE","1"
"396","B","B","TRUE","1"
"397","B","B","TRUE","1"
"398","B","B","TRUE","1"
"399","B","H","FALSE","1"
"400","B","B","TRUE","1"
"401","B","B","TRUE","1"
"402","B","B","TRUE","1"
"403","B","B","TRUE","1"
"404","B","B","TRUE","1"
"405","B","B","TRUE","1"
"406","B","B","TRUE","1"
"407","B","B","TRUE","1"
"408","B","G","FALSE","1"
"409","B","B","TRUE","1"
"410","B","B","TRUE","1"
"411","B","B","TRUE","1"
"412","B","B","TRUE","1"
"413","B","B","TRUE","1"
"414","B","R","FALSE","1"
"415","B","B","TRUE","1"
"416","B","G","FALSE","1"
"417","B","D","FALSE","1"
"418","B","B","TRUE","1"
"419","B","O","FALSE","1"
"420","B","B","TRUE","1"
"421","B","B","TRUE","1"
"422","B","B","TRUE","1"
"423","B","B","TRUE","1"
"424","B","B","TRUE","1"
"425","B","B","TRUE","1"
"426","B","B","TRUE","1"
"427","B","B","TRUE","1"
"428","B","B","TRUE","1"
"429","B","B","TRUE","1"
"430","B","B","TRUE","1"
"431","B","B","TRUE","1"
"432","B","B","TRUE","1"
"433","B","H","FALSE","1"
"434","B","B","TRUE","1"
"435","B","B","TRUE","1"
"436","B","B","TRUE","1"
"437","B","B","TRUE","1"
"438","B","B","TRUE","1"
"439","B","B","TRUE","1"
"440","B","G","FALSE","1"
"441","B","B","TRUE","1"
"442","B","B","TRUE","1"
"443","B","Q","FALSE","1"
"444","B","B","TRUE","1"
"445","B","B","TRUE","1"
"446","B","R","FALSE","1"
"447","B","B","TRUE","1"
"448","B","B","TRUE","1"
"449","B","B","TRUE","1"
"450","B","B","TRUE","1"
"451","B","B","TRUE","1"
"452","B","B","TRUE","1"
"453","B","B","TRUE","1"
"454","B","B","TRUE","1"
"455","B","B","TRUE","1"
"456","B","B","TRUE","1"
"457","B","R","FALSE","1"
"458","B","B","TRUE","1"
"459","B","B","TRUE","1"
"460","B","V","FALSE","1"
"461","B","B","TRUE","1"
"462","B","S","FALSE","1"
"463","B","B","TRUE","1"
"464","B","B","TRUE","1"
"465","B","B","TRUE","1"
"466","B","R","FALSE","1"
"467","B","D","FALSE","1"
"468","B","B","TRUE","1"
"469","B","B","TRUE","1"
"470","B","B","TRUE","1"
"471","B","B","TRUE","1"
"472","B","B","TRUE","1"
"473","B","B","TRUE","1"
"474","B","B","TRUE","1"
"475","B","B","TRUE","1"
"476","B","S","FALSE","1"
"477","B","B","TRUE","1"
"478","B","B","TRUE","1"
"479","B","B","TRUE","1"
"480","B","B","TRUE","1"
"481","B","G","FALSE","1"
"482","B","B","TRUE","1"
"483","B","B","TRUE","1"
"484","B","B","TRUE","1"
"485","B","B","TRUE","1"
"486","B","B","TRUE","1"
"487","B","R","FALSE","1"
"488","B","B","TRUE","1"
"489","B","B","TRUE","1"
"490","B","B","TRUE","1"
"491","B","B","TRUE","1"
"492","B","B","TRUE","1"
"493","B","B","TRUE","1"
"494","B","B","TRUE","1"
"495","B","B","TRUE","1"
"496","B","B","TRUE","1"
"497","B","B","TRUE","1"
"498","B","B","TRUE","1"
"499","B","B","TRUE","1"
"500","B","B","TRUE","1"
"501","B","Q","FALSE","1"
"502","B","B","TRUE","1"
"503","B","B","TRUE","1"
"504","B","B","TRUE","1"
"505","B","B","TRUE","1"
"506","B","B","TRUE","1"
"507","B","B","TRUE","1"
"508","B","B","TRUE","1"
"509","B","B","TRUE","1"
"510","B","B","TRUE","1"
"511","B","B","TRUE","1"
"512","B","B","TRUE","1"
"513","C","C","TRUE","1"
"514","C","C","TRUE","1"
"515","C","C","TRUE","1"
"516","C","C","TRUE","1"
"517","C","C","TRUE","1"
"518","C","C","TRUE","1"
"519","C","C","TRUE","1"
"520","C","C","TRUE","1"
"521","C","T","FALSE","1"
"522","C","C","TRUE","1"
"523","C","C","TRUE","1"
"524","C","C","TRUE","1"
"525","C","C","TRUE","1"
"526","C","C","TRUE","1"
"527","C","C","TRUE","1"
"528","C","C","TRUE","1"
"529","C","C","TRUE","1"
"530","C","C","TRUE","1"
"531","C","C","TRUE","1"
"532","C","C","TRUE","1"
"533","C","C","TRUE","1"
"534","C","C","TRUE","1"
"535","C","C","TRUE","1"
"536","C","C","TRUE","1"
"537","C","C","TRUE","1"
"538","C","C","TRUE","1"
"539","C","C","TRUE","1"
"540","C","C","TRUE","1"
"541","C","C","TRUE","1"
"542","C","K","FALSE","1"
"543","C","C","TRUE","1"
"544","C","H","FALSE","1"
"545","C","C","TRUE","1"
"546","C","C","TRUE","1"
"547","C","C","TRUE","1"
"548","C","C","TRUE","1"
"549","C","C","TRUE","1"
"550","C","T","FALSE","1"
"551","C","C","TRUE","1"
"552","C","C","TRUE","1"
"553","C","C","TRUE","1"
"554","C","C","TRUE","1"
"555","C","C","TRUE","1"
"556","C","C","TRUE","1"
"557","C","C","TRUE","1"
"558","C","C","TRUE","1"
"559","C","C","TRUE","1"
"560","C","C","TRUE","1"
"561","C","C","TRUE","1"
"562","C","K","FALSE","1"
"563","C","C","TRUE","1"
"564","C","B","FALSE","1"
"565","C","C","TRUE","1"
"566","C","C","TRUE","1"
"567","C","C","TRUE","1"
"568","C","C","TRUE","1"
"569","C","K","FALSE","1"
"570","C","C","TRUE","1"
"571","C","C","TRUE","1"
"572","C","E","FALSE","1"
"573","C","C","TRUE","1"
"574","C","S","FALSE","1"
"575","C","C","TRUE","1"
"576","C","C","TRUE","1"
"577","C","C","TRUE","1"
"578","C","C","TRUE","1"
"579","C","K","FALSE","1"
"580","C","C","TRUE","1"
"581","C","C","TRUE","1"
"582","C","C","TRUE","1"
"583","C","C","TRUE","1"
"584","C","C","TRUE","1"
"585","C","C","TRUE","1"
"586","C","C","TRUE","1"
"587","C","G","FALSE","1"
"588","C","K","FALSE","1"
"589","C","C","TRUE","1"
"590","C","G","FALSE","1"
"591","C","C","TRUE","1"
"592","C","C","TRUE","1"
"593","C","C","TRUE","1"
"594","C","C","TRUE","1"
"595","C","C","TRUE","1"
"596","C","E","FALSE","1"
"597","C","C","TRUE","1"
"598","C","K","FALSE","1"
"599","C","C","TRUE","1"
"600","C","C","TRUE","1"
"601","C","G","FALSE","1"
"602","C","C","TRUE","1"
"603","C","G","FALSE","1"
"604","C","C","TRUE","1"
"605","C","C","TRUE","1"
"606","C","C","TRUE","1"
"607","C","C","TRUE","1"
"608","C","K","FALSE","1"
"609","C","C","TRUE","1"
"610","C","C","TRUE","1"
"611","C","C","TRUE","1"
"612","C","C","TRUE","1"
"613","C","B","FALSE","1"
"614","C","C","TRUE","1"
"615","C","C","TRUE","1"
"616","C","O","FALSE","1"
"617","C","C","TRUE","1"
"618","C","H","FALSE","1"
"619","C","C","TRUE","1"
"620","C","C","TRUE","1"
"621","C","C","TRUE","1"
"622","C","C","TRUE","1"
"623","C","C","TRUE","1"
"624","C","K","FALSE","1"
"625","C","C","TRUE","1"
"626","C","O","FALSE","1"
"627","C","K","FALSE","1"
"628","C","C","TRUE","1"
"629","C","C","TRUE","1"
"630","C","C","TRUE","1"
"631","C","C","TRUE","1"
"632","C","C","TRUE","1"
"633","C","G","FALSE","1"
"634","C","C","TRUE","1"
"635","C","C","TRUE","1"
"636","C","C","TRUE","1"
"637","C","C","TRUE","1"
"638","C","C","TRUE","1"
"639","C","H","FALSE","1"
"640","C","C","TRUE","1"
"641","C","C","TRUE","1"
"642","C","K","FALSE","1"
"643","C","C","TRUE","1"
"644","C","C","TRUE","1"
"645","C","C","TRUE","1"
"646","C","B","FALSE","1"
"647","C","K","FALSE","1"
"648","C","C","TRUE","1"
"649","C","K","FALSE","1"
"650","C","C","TRUE","1"
"651","C","C","TRUE","1"
"652","C","C","TRUE","1"
"653","C","C","TRUE","1"
"654","C","G","FALSE","1"
"655","C","O","FALSE","1"
"656","C","C","TRUE","1"
"657","C","O","FALSE","1"
"658","C","C","TRUE","1"
"659","C","C","TRUE","1"
"660","C","C","TRUE","1"
"661","C","C","TRUE","1"
"662","C","C","TRUE","1"
"663","C","C","TRUE","1"
"664","C","C","TRUE","1"
"665","C","C","TRUE","1"
"666","C","C","TRUE","1"
"667","C","S","FALSE","1"
"668","C","C","TRUE","1"
"669","C","C","TRUE","1"
"670","C","C","TRUE","1"
"671","C","S","FALSE","1"
"672","C","K","FALSE","1"
"673","C","C","TRUE","1"
"674","C","G","FALSE","1"
"675","C","C","TRUE","1"
"676","C","C","TRUE","1"
"677","C","C","TRUE","1"
"678","C","E","FALSE","1"
"679","C","C","TRUE","1"
"680","C","C","TRUE","1"
"681","C","E","FALSE","1"
"682","C","C","TRUE","1"
"683","C","C","TRUE","1"
"684","C","C","TRUE","1"
"685","C","E","FALSE","1"
"686","C","C","TRUE","1"
"687","C","K","FALSE","1"
"688","C","C","TRUE","1"
"689","C","C","TRUE","1"
"690","C","C","TRUE","1"
"691","C","C","TRUE","1"
"692","C","C","TRUE","1"
"693","C","T","FALSE","1"
"694","C","C","TRUE","1"
"695","C","K","FALSE","1"
"696","C","G","FALSE","1"
"697","C","C","TRUE","1"
"698","C","C","TRUE","1"
"699","C","C","TRUE","1"
"700","C","H","FALSE","1"
"701","C","G","FALSE","1"
"702","C","C","TRUE","1"
"703","C","C","TRUE","1"
"704","C","E","FALSE","1"
"705","C","H","FALSE","1"
"706","C","C","TRUE","1"
"707","C","K","FALSE","1"
"708","C","C","TRUE","1"
"709","C","C","TRUE","1"
"710","C","C","TRUE","1"
"711","C","E","FALSE","1"
"712","C","M","FALSE","1"
"713","C","H","FALSE","1"
"714","C","C","TRUE","1"
"715","C","C","TRUE","1"
"716","C","H","FALSE","1"
"717","C","C","TRUE","1"
"718","C","S","FALSE","1"
"719","C","C","TRUE","1"
"720","C","C","TRUE","1"
"721","C","H","FALSE","1"
"722","C","R","FALSE","1"
"723","C","C","TRUE","1"
"724","C","C","TRUE","1"
"725","C","O","FALSE","1"
"726","C","H","FALSE","1"
"727","C","K","FALSE","1"
"728","C","K","FALSE","1"
"729","C","C","TRUE","1"
"730","C","O","FALSE","1"
"731","C","C","TRUE","1"
"732","C","C","TRUE","1"
"733","C","K","FALSE","1"
"734","C","C","TRUE","1"
"735","C","C","TRUE","1"
"736","C","C","TRUE","1"
"737","C","C","TRUE","1"
"738","C","G","FALSE","1"
"739","C","O","FALSE","1"
"740","C","C","TRUE","1"
"741","C","C","TRUE","1"
"742","C","C","TRUE","1"
"743","C","C","TRUE","1"
"744","C","C","TRUE","1"
"745","C","C","TRUE","1"
"746","C","H","FALSE","1"
"747","C","C","TRUE","1"
"748","C","C","TRUE","1"
"749","C","K","FALSE","1"
"750","C","C","TRUE","1"
"751","C","C","TRUE","1"
"752","C","C","TRUE","1"
"753","C","C","TRUE","1"
"754","C","C","TRUE","1"
"755","C","C","TRUE","1"
"756","C","C","TRUE","1"
"757","C","C","TRUE","1"
"758","C","K","FALSE","1"
"759","C","C","TRUE","1"
"760","C","C","TRUE","1"
"761","C","H","FALSE","1"
"762","C","K","FALSE","1"
"763","C","K","FALSE","1"
"764","C","U","FALSE","1"
"765","C","G","FALSE","1"
"766","C","C","TRUE","1"
"767","C","K","FALSE","1"
"768","C","U","FALSE","1"
"769","C","C","TRUE","1"
"770","D","D","TRUE","1"
"771","D","D","TRUE","1"
"772","D","D","TRUE","1"
"773","D","D","TRUE","1"
"774","D","S","FALSE","1"
"775","D","D","TRUE","1"
"776","D","D","TRUE","1"
"777","D","B","FALSE","1"
"778","D","D","TRUE","1"
"779","D","P","FALSE","1"
"780","D","D","TRUE","1"
"781","D","D","TRUE","1"
"782","D","P","FALSE","1"
"783","D","D","TRUE","1"
"784","D","D","TRUE","1"
"785","D","B","FALSE","1"
"786","D","D","TRUE","1"
"787","D","D","TRUE","1"
"788","D","N","FALSE","1"
"789","D","D","TRUE","1"
"790","D","D","TRUE","1"
"791","D","D","TRUE","1"
"792","D","D","TRUE","1"
"793","D","P","FALSE","1"
"794","D","D","TRUE","1"
"795","D","P","FALSE","1"
"796","D","K","FALSE","1"
"797","D","D","TRUE","1"
"798","D","D","TRUE","1"
"799","D","D","TRUE","1"
"800","D","D","TRUE","1"
"801","D","B","FALSE","1"
"802","D","D","TRUE","1"
"803","D","D","TRUE","1"
"804","D","H","FALSE","1"
"805","D","D","TRUE","1"
"806","D","D","TRUE","1"
"807","D","D","TRUE","1"
"808","D","D","TRUE","1"
"809","D","P","FALSE","1"
"810","D","D","TRUE","1"
"811","D","U","FALSE","1"
"812","D","D","TRUE","1"
"813","D","D","TRUE","1"
"814","D","P","FALSE","1"
"815","D","D","TRUE","1"
"816","D","S","FALSE","1"
"817","D","D","TRUE","1"
"818","D","D","TRUE","1"
"819","D","D","TRUE","1"
"820","D","D","TRUE","1"
"821","D","D","TRUE","1"
"822","D","H","FALSE","1"
"823","D","B","FALSE","1"
"824","D","D","TRUE","1"
"825","D","D","TRUE","1"
"826","D","D","TRUE","1"
"827","D","D","TRUE","1"
"828","D","D","TRUE","1"
"829","D","D","TRUE","1"
"830","D","D","TRUE","1"
"831","D","D","TRUE","1"
"832","D","S","FALSE","1"
"833","D","D","TRUE","1"
"834","D","D","TRUE","1"
"835","D","D","TRUE","1"
"836","D","P","FALSE","1"
"837","D","D","TRUE","1"
"838","D","R","FALSE","1"
"839","D","N","FALSE","1"
"840","D","D","TRUE","1"
"841","D","D","TRUE","1"
"842","D","D","TRUE","1"
"843","D","S","FALSE","1"
"844","D","P","FALSE","1"
"845","D","R","FALSE","1"
"846","D","R","FALSE","1"
"847","D","D","TRUE","1"
"848","D","D","TRUE","1"
"849","D","D","TRUE","1"
"850","D","D","TRUE","1"
"851","D","S","FALSE","1"
"852","D","U","FALSE","1"
"853","D","D","TRUE","1"
"854","D","D","TRUE","1"
"855","D","D","TRUE","1"
"856","D","D","TRUE","1"
"857","D","B","FALSE","1"
"858","D","D","TRUE","1"
"859","D","D","TRUE","1"
"860","D","P","FALSE","1"
"861","D","D","TRUE","1"
"862","D","P","FALSE","1"
"863","D","P","FALSE","1"
"864","D","P","FALSE","1"
"865","D","P","FALSE","1"
"866","D","D","TRUE","1"
"867","D","D","TRUE","1"
"868","D","D","TRUE","1"
"869","D","D","TRUE","1"
"870","D","D","TRUE","1"
"871","D","D","TRUE","1"
"872","D","Z","FALSE","1"
"873","D","U","FALSE","1"
"874","D","D","TRUE","1"
"875","D","D","TRUE","1"
"876","D","D","TRUE","1"
"877","D","D","TRUE","1"
"878","D","D","TRUE","1"
"879","D","S","FALSE","1"
"880","D","D","TRUE","1"
"881","D","D","TRUE","1"
"882","D","D","TRUE","1"
"883","D","U","FALSE","1"
"884","D","D","TRUE","1"
"885","D","D","TRUE","1"
"886","D","D","TRUE","1"
"887","D","B","FALSE","1"
"888","D","D","TRUE","1"
"889","D","D","TRUE","1"
"890","D","B","FALSE","1"
"891","D","D","TRUE","1"
"892","D","R","FALSE","1"
"893","D","D","TRUE","1"
"894","D","D","TRUE","1"
"895","D","D","TRUE","1"
"896","D","D","TRUE","1"
"897","D","D","TRUE","1"
"898","D","D","TRUE","1"
"899","D","D","TRUE","1"
"900","D","D","TRUE","1"
"901","D","D","TRUE","1"
"902","D","D","TRUE","1"
"903","D","D","TRUE","1"
"904","D","D","TRUE","1"
"905","D","D","TRUE","1"
"906","D","D","TRUE","1"
"907","D","D","TRUE","1"
"908","D","D","TRUE","1"
"909","D","D","TRUE","1"
"910","D","P","FALSE","1"
"911","D","D","TRUE","1"
"912","D","D","TRUE","1"
"913","D","D","TRUE","1"
"914","D","D","TRUE","1"
"915","D","B","FALSE","1"
"916","D","D","TRUE","1"
"917","D","D","TRUE","1"
"918","D","B","FALSE","1"
"919","D","O","FALSE","1"
"920","D","D","TRUE","1"
"921","D","U","FALSE","1"
"922","D","D","TRUE","1"
"923","D","D","TRUE","1"
"924","D","D","TRUE","1"
"925","D","D","TRUE","1"
"926","D","D","TRUE","1"
"927","D","P","FALSE","1"
"928","D","D","TRUE","1"
"929","D","P","FALSE","1"
"930","D","D","TRUE","1"
